batting_team,bowling_team,venue,runs_left,ball_left,wicket_left,crr,rrr,result
Delhi Capitals,Sunrisers Hyderabad,SuperSport Park,4,7,6,7.65,3.43,1
Delhi Capitals,Sunrisers Hyderabad,SuperSport Park,-2,6,6,7.89,-2.0,1
Rajasthan Royals,Chennai Super Kings,SuperSport Park,163,119,10,6.0,8.22,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,163,118,10,3.0,8.29,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,162,117,10,4.0,8.31,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,161,116,10,4.5,8.33,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,157,115,10,8.4,8.19,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,157,114,10,7.0,8.26,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,157,113,10,6.0,8.34,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,157,113,10,6.0,8.34,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,157,112,10,5.25,8.41,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,156,111,10,5.33,8.43,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,156,110,10,4.8,8.51,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,155,109,10,4.91,8.53,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,155,108,9,4.5,8.61,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,155,107,9,4.15,8.69,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,155,106,9,3.86,8.77,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,155,105,9,3.6,8.86,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,151,104,9,4.88,8.71,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,151,103,9,4.59,8.8,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,150,102,9,4.67,8.82,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,150,101,9,4.42,8.91,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,149,100,9,4.5,8.94,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,148,99,9,4.57,8.97,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,147,98,9,4.64,9.0,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,146,97,9,4.7,9.03,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,146,96,9,4.5,9.12,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,146,95,9,4.32,9.22,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,145,94,9,4.38,9.26,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,144,93,9,4.44,9.29,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,143,92,9,4.5,9.33,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,142,91,9,4.55,9.36,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,136,90,9,5.6,9.07,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,135,89,9,5.61,9.1,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,135,88,9,5.44,9.2,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,135,87,8,5.27,9.31,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,134,86,8,5.29,9.35,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,130,85,8,5.83,9.18,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,126,84,8,6.33,9.0,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,126,83,8,6.16,9.11,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,124,82,8,6.32,9.07,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,123,81,8,6.31,9.11,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,122,80,8,6.3,9.15,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,122,79,8,6.15,9.27,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,122,78,8,6.0,9.38,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,121,77,8,6.0,9.43,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,121,76,8,5.86,9.55,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,120,75,8,5.87,9.6,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,119,74,8,5.87,9.65,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,118,73,8,5.87,9.7,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,118,72,8,5.75,9.83,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,117,71,8,5.76,9.89,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,117,70,8,5.64,10.03,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,116,69,8,5.65,10.09,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,116,68,8,5.54,10.24,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,115,67,8,5.55,10.3,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,114,66,8,5.56,10.36,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,110,65,8,5.89,10.15,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,109,65,8,6.0,10.06,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,109,64,8,5.89,10.22,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,109,63,7,5.79,10.38,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,105,62,7,6.1,10.16,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,105,61,7,6.0,10.33,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,103,60,7,6.1,10.3,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,102,59,7,6.1,10.37,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,101,58,7,6.1,10.45,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,100,57,7,6.1,10.53,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,100,56,7,6.0,10.71,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,100,55,7,5.91,10.91,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,98,54,7,6.0,10.89,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,94,53,7,6.27,10.64,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,93,52,7,6.26,10.73,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,92,51,7,6.26,10.82,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,91,50,7,6.26,10.92,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,89,49,7,6.34,10.9,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,85,48,7,6.58,10.62,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,83,47,7,6.66,10.6,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,83,46,7,6.57,10.83,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,82,45,7,6.56,10.93,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,78,44,7,6.79,10.64,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,78,43,7,6.7,10.88,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,78,42,6,6.62,11.14,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,77,41,6,6.61,11.27,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,76,40,6,6.6,11.4,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,75,39,6,6.59,11.54,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,75,38,6,6.51,11.84,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,73,37,6,6.58,11.84,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,73,36,6,6.5,12.17,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,72,35,6,6.49,12.34,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,72,34,6,6.42,12.71,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,71,33,6,6.41,12.91,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,70,32,6,6.41,13.12,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,66,31,6,6.61,12.77,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,66,30,5,6.53,13.2,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,66,29,5,6.46,13.66,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,60,28,5,6.78,12.86,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,60,27,5,6.71,13.33,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,58,26,5,6.77,13.38,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,57,25,5,6.76,13.68,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,57,24,5,6.69,14.25,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,56,23,5,6.68,14.61,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,56,22,5,6.61,15.27,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,56,21,5,6.55,16.0,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,56,20,5,6.48,16.8,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,55,19,5,6.48,17.37,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,51,18,5,6.65,17.0,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,51,17,5,6.58,18.0,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,50,16,5,6.58,18.75,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,50,15,4,6.51,20.0,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,49,14,4,6.51,21.0,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,48,13,4,6.5,22.15,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,47,12,4,6.5,23.5,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,47,11,3,6.44,25.64,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,47,11,2,6.44,25.64,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,46,10,2,6.44,27.6,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,46,9,2,6.38,30.67,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,45,8,2,6.38,33.75,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,44,7,2,6.37,37.71,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,43,6,2,6.37,43.0,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,39,5,2,6.52,46.8,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,38,4,2,6.52,57.0,0
Rajasthan Royals,Chennai Super Kings,SuperSport Park,38,3,1,6.46,76.0,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,148,119,10,0.0,7.46,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,148,118,10,0.0,7.53,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,147,117,10,2.0,7.54,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,147,116,9,1.5,7.6,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,147,115,9,1.2,7.67,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,147,114,9,1.0,7.74,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,146,113,9,1.71,7.75,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,146,112,9,1.5,7.82,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,145,111,9,2.0,7.84,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,144,110,9,2.4,7.85,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,144,109,9,2.18,7.93,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,144,108,9,2.0,8.0,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,140,107,9,3.69,7.85,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,140,106,8,3.43,7.92,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,140,105,8,3.2,8.0,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,139,104,8,3.38,8.02,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,139,103,8,3.18,8.1,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,139,102,8,3.0,8.18,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,135,101,8,4.11,8.02,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,135,101,8,4.11,8.02,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,134,100,8,4.2,8.04,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,134,99,8,4.0,8.12,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,134,98,8,3.82,8.2,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,133,97,8,3.91,8.23,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,133,96,8,3.75,8.31,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,133,95,8,3.6,8.4,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,129,94,8,4.38,8.23,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,129,93,8,4.22,8.32,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,128,92,8,4.29,8.35,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,127,91,8,4.34,8.37,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,127,90,8,4.2,8.47,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,127,89,8,4.06,8.56,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,127,88,8,3.94,8.66,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,127,87,8,3.82,8.76,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,127,86,8,3.71,8.86,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,123,85,8,4.29,8.68,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,122,84,8,4.33,8.71,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,121,83,8,4.38,8.75,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,120,82,8,4.42,8.78,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,114,81,8,5.23,8.44,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,113,80,8,5.25,8.47,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,112,79,8,5.27,8.51,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,111,78,8,5.29,8.54,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,110,77,8,5.3,8.57,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,109,76,8,5.32,8.61,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,109,77,8,5.44,8.49,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,109,76,8,5.32,8.61,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,107,75,8,5.47,8.56,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,105,74,8,5.61,8.51,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,104,73,8,5.62,8.55,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,104,72,8,5.5,8.67,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,104,71,8,5.39,8.79,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,104,70,8,5.28,8.91,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,98,69,8,5.88,8.52,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,97,68,8,5.88,8.56,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,96,67,8,5.89,8.6,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,94,66,8,6.0,8.55,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,93,65,8,6.0,8.58,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,92,64,8,6.0,8.62,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,91,63,8,6.0,8.67,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,90,62,8,6.0,8.71,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,89,61,8,6.0,8.75,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,88,60,8,6.0,8.8,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,88,59,8,5.9,8.95,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,87,59,8,6.0,8.85,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,86,58,8,6.0,8.9,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,85,57,8,6.0,8.95,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,84,56,8,6.0,9.0,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,84,55,8,5.91,9.16,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,83,54,8,5.91,9.22,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,83,53,8,5.82,9.4,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,79,52,8,6.09,9.12,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,77,51,8,6.17,9.06,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,75,50,8,6.26,9.0,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,75,49,8,6.17,9.18,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,73,48,8,6.25,9.12,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,72,47,8,6.25,9.19,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,71,46,8,6.24,9.26,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,71,45,8,6.16,9.47,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,69,44,8,6.24,9.41,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,68,43,8,6.23,9.49,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,68,42,8,6.15,9.71,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,67,41,8,6.15,9.8,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,67,41,8,6.15,9.8,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,63,40,8,6.38,9.45,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,62,39,8,6.37,9.54,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,62,38,8,6.29,9.79,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,61,37,8,6.29,9.89,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,60,36,8,6.29,10.0,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,56,35,8,6.49,9.6,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,52,34,8,6.7,9.18,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,52,33,8,6.62,9.45,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,51,32,8,6.61,9.56,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,51,31,7,6.54,9.87,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,50,30,7,6.53,10.0,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,49,29,7,6.53,10.14,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,48,28,7,6.52,10.29,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,47,27,7,6.52,10.44,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,41,26,7,6.83,9.46,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,40,25,7,6.82,9.6,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,39,24,7,6.81,9.75,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,37,23,7,6.87,9.65,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,36,23,7,6.93,9.39,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,35,22,7,6.92,9.55,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,35,21,7,6.85,10.0,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,34,20,7,6.84,10.2,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,33,19,7,6.83,10.42,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,32,18,7,6.82,10.67,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,30,17,7,6.87,10.59,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,29,17,7,6.93,10.24,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,29,16,6,6.87,10.88,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,28,15,6,6.86,11.2,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,24,14,6,7.02,10.29,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,23,13,6,7.01,10.62,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,22,12,6,7.0,11.0,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,21,11,6,6.99,11.45,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,20,10,6,6.98,12.0,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,20,9,6,6.92,13.33,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,19,8,6,6.91,14.25,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,19,7,6,6.85,16.29,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,18,6,5,6.84,18.0,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,17,5,5,6.83,20.4,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,16,4,5,6.83,24.0,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,16,3,4,6.77,32.0,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,12,2,4,6.92,36.0,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,10,1,4,6.96,60.0,0
Kolkata Knight Riders,Mumbai Indians,Buffalo Park,9,0,4,6.95,0.0,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,145,119,10,0.0,7.31,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,145,118,10,0.0,7.37,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,144,117,10,2.0,7.38,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,144,116,10,1.5,7.45,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,142,115,10,3.6,7.41,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,142,114,10,3.0,7.47,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,141,113,10,3.43,7.49,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,141,112,10,3.0,7.55,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,141,111,10,2.67,7.62,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,141,110,10,2.4,7.69,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,141,109,10,2.18,7.76,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,141,108,10,2.0,7.83,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,141,107,10,1.85,7.91,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,141,106,10,1.71,7.98,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,141,105,10,1.6,8.06,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,140,104,10,1.88,8.08,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,139,103,10,2.12,8.1,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,135,102,10,3.33,7.94,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,135,101,10,3.16,8.02,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,133,101,10,3.79,7.9,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,133,100,10,3.6,7.98,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,129,99,10,4.57,7.82,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,128,98,10,4.64,7.84,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,124,97,10,5.48,7.67,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,124,96,10,5.25,7.75,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,124,95,10,5.04,7.83,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,120,94,10,5.77,7.66,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,120,93,10,5.56,7.74,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,119,92,10,5.57,7.76,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,117,91,10,5.79,7.71,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,117,90,10,5.6,7.8,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,116,89,10,5.61,7.82,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,116,88,10,5.44,7.91,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,113,87,10,5.82,7.79,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,112,86,10,5.82,7.81,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,111,85,10,5.83,7.84,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,110,84,10,5.83,7.86,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,104,83,10,6.65,7.52,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,104,82,10,6.47,7.61,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,100,81,10,6.92,7.41,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,100,80,10,6.75,7.5,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,99,79,10,6.73,7.52,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,99,78,10,6.57,7.62,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,93,77,10,7.26,7.25,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,92,76,10,7.23,7.26,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,92,75,10,7.07,7.36,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,92,74,10,6.91,7.46,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,92,73,10,6.77,7.56,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,92,72,10,6.62,7.67,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,91,71,10,6.61,7.69,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,90,70,10,6.6,7.71,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,90,69,10,6.47,7.83,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,89,68,10,6.46,7.85,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,88,67,10,6.45,7.88,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,82,66,10,7.0,7.45,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,81,65,10,6.98,7.48,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,81,64,10,6.86,7.59,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,81,63,10,6.74,7.71,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,75,62,10,7.24,7.26,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,75,61,9,7.12,7.38,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,75,60,9,7.0,7.5,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,74,59,9,6.98,7.53,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,73,58,9,6.97,7.55,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,73,57,9,6.86,7.68,0
Punjab Kings,Royal Challengers Bangalore,Kingsmead,72,56,9,6.84,7.71,0
